response time:BRS_usage_scenario;RT of SEFF for Allocation_AC_ReportingEngine <ReportingEngine>.CRESingleMessageAdapter.getBigReport;RT of SEFF for Allocation_Assembly_GraphicalReporting <GraphicalReporting> <GraphicalReporting>.GraphicalReporting.graphicalReport;RT of SEFF for Allocation_AC_UserManagement <UserManagement> <UserManagement>.UserManagement.logUserActivity;RT of SEFF for Allocation_AC_DB <DB>.Database.getBigReport;RT of SEFF for Allocation_AC_ReportingEngine <ReportingEngine>.InnerCoreReportingEngine.getView;RT of SEFF for Allocation_AC_ReportingEngine <ReportingEngine>.InnerCoreReportingEngine.getReport;RT of SEFF for Allocation_AC_Scheduler <Scheduler>.Scheduler.view;RT of SEFF for Allocation_AC_Scheduler <Scheduler>.Scheduler.logout;RT of SEFF for Allocation_Assembly_GraphicalReporting <GraphicalReporting> <GraphicalReporting>.GraphicalReporting.viewGraphically;RT of SEFF for Allocation_AC_Scheduler <Scheduler>.Scheduler.login;RT of SEFF for Allocation_Assembly_CoreReportingEngine2_gr <CoreReportingEngine2> <CoreReportingEngine2>.InnerCoreReportingEngine.getReport;RT of SEFF for Allocation_AC_CacheInfo <CacheInfo>.CacheInfo.doCacheAccess;RT of SEFF for Allocation_AC_Scheduler <Scheduler>.Scheduler.report;RT of SEFF for Allocation_Assembly_CoreReportingEngine2_gr <CoreReportingEngine2> <CoreReportingEngine2>.InnerCoreReportingEngine.getView;RT of SEFF for Allocation_AC_DB <DB>.Database.getCachedData;RT of SEFF for Allocation_AC_UserManagement <UserManagement> <UserManagement>.UserManagement.userLogin;RT of SEFF for Allocation_Assembly_CoreReportingEngine2_gr <CoreReportingEngine2> <CoreReportingEngine2>.CRESingleMessageAdapter.getBigReport;RT of SEFF for Allocation_AC_ReportingEngine <ReportingEngine>.InnerCoreReportingEngine.prepareView;RT of SEFF for Allocation_Assembly_OnlineReporting <OnlineReporting> <OnlineReporting>.OnlineReporting.onlineReport;RT of SEFF for Allocation_AC_UserManagement <UserManagement> <UserManagement>.UserManagement.userLogout;RT of SEFF for Allocation_AC_ReportingEngine <ReportingEngine>.InnerCoreReportingEngine.finishView;RT of SEFF for Allocation_Assembly_OnlineReporting <OnlineReporting> <OnlineReporting>.OnlineReporting.viewOnline;lower bound confidence(response time:BRS_usage_scenario);upper bound confidence(response time:BRS_usage_scenario);alpha(response time:BRS_usage_scenario);ContinuousProcessingRateDegreeImpl:server1:CPU;SchedulingPolicyDegreeImpl:server1:CPU;ContinuousProcessingRateDegreeImpl:server1:HDD;SchedulingPolicyDegreeImpl:server1:HDD;ContinuousProcessingRateDegreeImpl:server2:CPU;SchedulingPolicyDegreeImpl:server2:CPU;ContinuousProcessingRateDegreeImpl:server2:HDD;SchedulingPolicyDegreeImpl:server2:HDD;ContinuousProcessingRateDegreeImpl:server4:CPU;SchedulingPolicyDegreeImpl:server4:CPU;ContinuousProcessingRateDegreeImpl:server4:HDD;SchedulingPolicyDegreeImpl:server4:HDD;ContinuousProcessingRateDegreeImpl:server3:CPU;SchedulingPolicyDegreeImpl:server3:CPU;ContinuousProcessingRateDegreeImpl:server3:HDD;SchedulingPolicyDegreeImpl:server3:HDD;AssembledComponentDegreeImpl:Assembly_CoreReportingEngine2_gr <CoreReportingEngine2>;AssembledComponentDegreeImpl:AC_CoreReportingEngine_Onl;AssembledComponentDegreeImpl:AC_DB;AssembledComponentDegreeImpl:AC_CacheInfo;AssembledComponentDegreeImpl:Assembly_OnlineReporting <OnlineReporting>;AllocationDegreeImpl:Allocation_AC_Webserver <WebServer>;AllocationDegreeImpl:Allocation_AC_Scheduler <Scheduler>;AllocationDegreeImpl:Allocation_AC_DB <DB>;AllocationDegreeImpl:Allocation_AC_ReportingEngine <ReportingEngine>;AllocationDegreeImpl:Allocation_AC_CacheInfo <CacheInfo>;AllocationDegreeImpl:Allocation_Assembly_GraphicalReporting <GraphicalReporting> <GraphicalReporting>;AllocationDegreeImpl:Allocation_Assembly_OnlineReporting <OnlineReporting> <OnlineReporting>;AllocationDegreeImpl:Allocation_AC_UserManagement <UserManagement> <UserManagement>;AllocationDegreeImpl:Allocation_Assembly_CoreReportingEngine2_gr <CoreReportingEngine2> <CoreReportingEngine2>;CapacityDegreeImpl:DBConnectionPool;Util of server1 CPU;Util of server1 HDD;Util of server2 CPU;Util of server2 HDD;Util of server4 CPU;Util of server4 HDD;Util of server3 CPU;Util of server3 HDD;Util of network LAN;Candidate ID;
67.831577018;0.03565771439936356;0.7533611578765577;1.108754859021882;7.021906489004398;0.07120274602227526;0.066485999;0.6102633063095381;0.6140930332140381;0.6541105411887549;7.4455472677817305;7.124342567861842;0.6132257548888062;0.0;1.910823118082455E-6;7.123941200295138;5.732426880247901;0.767727654639634;0.8329744544578245;5.850069189272183;8.9131201024;0.099835145;0.0039268401809043;67.7160770378678;67.80695582794222;0.9;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;CoreReportingEngine2;CoreReportingEngine;Database;CacheInfo;OnlineReporting;server1;server2;server4;server4;server4;server2;server2;server2;server4;1;0.07416953522015712;0.0;0.6746148154318141;0.0;0.722949862392141;0.3003272724908198;0.0;0.0;0.0;10;
92.9853505428;11.6068065064;10.3217868326;10.241854154969477;0.9108751476670166;1.0981186332118777E-6;0.9824744322697251;0.0351893362;0.9118686438202157;1.2212264793236831;0.9253453434542367;1.1984803580763;0.013671091723040192;8.439744385522895;8.379208029560777;10.47568445527725;0.0;0.0236823474;0.0012868335114601043;1.1423194061865585;0.9066986071699167;10.241965615169772;0.027327184639872663;92.87996910828095;93.00292689930286;0.9;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;CoreReportingEngine2;CoreReportingEngine;Database;CacheInfo;OnlineReporting;server1;server2;server1;server4;server4;server1;server2;server2;server4;1;0.8620885195072867;0.2230817791421117;0.15895476121240948;0.0;0.07320657964160338;0.0;0.0;0.0;0.0;11;
92.9853505428;11.6068065064;10.3217868326;10.241854154969477;0.9108751476670166;1.0981186332118777E-6;0.9824744322697251;0.0351893362;0.9118686438202157;1.2212264793236831;0.9253453434542367;1.1984803580763;0.013671091723040192;8.439744385522895;8.379208029560777;10.47568445527725;0.0;0.0236823474;0.0012868335114601043;1.1423194061865585;0.9066986071699167;10.241965615169772;0.027327184639872663;92.87996910828095;93.00292689930286;0.9;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;CoreReportingEngine2;CoreReportingEngine;Database;CacheInfo;OnlineReporting;server1;server2;server1;server4;server4;server1;server2;server2;server4;1;0.8620885195072867;0.2230817791421117;0.15895476121240948;0.0;0.07320657964160338;0.0;0.0;0.0;0.0;12;
75.97331572550979;0.7369535191929016;0.9860550976796107;0.0406742319072371;0.9214549721063778;0.0449339576372315;0.7367305926349146;9.410197454818073;0.7363919268059319;0.9737103553958476;6.825378173730507;8.33584449280288;0.061713043582566976;8.31481752840501;8.315026604484162;0.002195513573220089;0.0;0.811122862156937;1.0793401518352292E-6;6.814247212621669;8.510146478315818;0.7599906970351651;0.022114209427207637;75.88194636114609;75.98685378252362;0.9;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;CoreReportingEngine2;CoreReportingEngine;Database;CacheInfo;OnlineReporting;server1;server2;server2;server4;server4;server1;server2;server2;server4;1;0.48126816182704624;0.0;0.7546943001140143;0.2702949872027983;0.08862291196956784;0.0;0.0;0.0;0.0;13;
75.97331572550979;0.7369535191929016;0.9860550976796107;0.0406742319072371;0.9214549721063778;0.0449339576372315;0.7367305926349146;9.410197454818073;0.7363919268059319;0.9737103553958476;6.825378173730507;8.33584449280288;0.061713043582566976;8.31481752840501;8.315026604484162;0.002195513573220089;0.0;0.811122862156937;1.0793401518352292E-6;6.814247212621669;8.510146478315818;0.7599906970351651;0.022114209427207637;75.88194636114609;75.98685378252362;0.9;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;CoreReportingEngine2;CoreReportingEngine;Database;CacheInfo;OnlineReporting;server1;server2;server2;server4;server4;server1;server2;server2;server4;1;0.48126816182704624;0.0;0.7546943001140143;0.2702949872027983;0.08862291196956784;0.0;0.0;0.0;0.0;14;
67.8009593572;0.8644332242363784;0.0257066996;0.8078350360648145;6.060544155003191;7.390489908543154;8.5813340902;0.0;1.930476479062671E-6;0.0013791359444835208;7.347448329334134;0.6615054182749049;0.7177281401200231;7.3906181924105185;0.029235213646309925;7.596437254948272;0.038560838;0.6453119314855433;0.6468219331964299;0.9485038898504486;6.003358561487702;0.014540827332405012;0.6474017332052059;67.72734814680551;67.81386545041379;0.9;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;CoreReportingEngine2;CoreReportingEngine;Database;CacheInfo;OnlineReporting;server1;server2;server4;server4;server4;server1;server2;server2;server4;1;0.535198565554458;0.0;0.21391023630366934;0.0;0.7230697809891014;0.3005231523860059;0.0;0.0;0.0;15;
67.8009593572;0.8644332242363784;0.0257066996;0.8078350360648145;6.060544155003191;7.390489908543154;8.5813340902;0.0;1.930476479062671E-6;0.0013791359444835208;7.347448329334134;0.6615054182749049;0.7177281401200231;7.3906181924105185;0.029235213646309925;7.596437254948272;0.038560838;0.6453119314855433;0.6468219331964299;0.9485038898504486;6.003358561487702;0.014540827332405012;0.6474017332052059;67.72734814680551;67.81386545041379;0.9;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;CoreReportingEngine2;CoreReportingEngine;Database;CacheInfo;OnlineReporting;server1;server2;server4;server4;server4;server1;server2;server2;server4;1;0.535198565554458;0.0;0.21391023630366934;0.0;0.7230697809891014;0.3005231523860059;0.0;0.0;0.0;16;
92.9853505428;11.6068065064;10.3217868326;10.241854154969477;0.9108751476670166;1.0981186332118777E-6;0.9824744322697251;0.0351893362;0.9118686438202157;1.2212264793236831;0.9253453434542367;1.1984803580763;0.013671091723040192;8.439744385522895;8.379208029560777;10.47568445527725;0.0;0.0236823474;0.0012868335114601043;1.1423194061865585;0.9066986071699167;10.241965615169772;0.027327184639872663;92.87996910828095;93.00292689930286;0.9;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;CoreReportingEngine2;CoreReportingEngine;Database;CacheInfo;OnlineReporting;server1;server2;server1;server4;server4;server1;server2;server2;server4;1;0.8620885195072867;0.2230817791421117;0.15895476121240948;0.0;0.07320657964160338;0.0;0.0;0.0;0.0;17;
92.9853505428;11.6068065064;10.3217868326;10.241854154969477;0.9108751476670166;1.0981186332118777E-6;0.9824744322697251;0.0351893362;0.9118686438202157;1.2212264793236831;0.9253453434542367;1.1984803580763;0.013671091723040192;8.439744385522895;8.379208029560777;10.47568445527725;0.0;0.0236823474;0.0012868335114601043;1.1423194061865585;0.9066986071699167;10.241965615169772;0.027327184639872663;92.87996910828095;93.00292689930286;0.9;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;CoreReportingEngine2;CoreReportingEngine;Database;CacheInfo;OnlineReporting;server1;server2;server1;server4;server4;server1;server2;server2;server4;1;0.8620885195072867;0.2230817791421117;0.15895476121240948;0.0;0.07320657964160338;0.0;0.0;0.0;0.0;18;
75.97331572550979;0.7369535191929016;0.9860550976796107;0.0406742319072371;0.9214549721063778;0.0449339576372315;0.7367305926349146;9.410197454818073;0.7363919268059319;0.9737103553958476;6.825378173730507;8.33584449280288;0.061713043582566976;8.31481752840501;8.315026604484162;0.002195513573220089;0.0;0.811122862156937;1.0793401518352292E-6;6.814247212621669;8.510146478315818;0.7599906970351651;0.022114209427207637;75.88194636114609;75.98685378252362;0.9;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;CoreReportingEngine2;CoreReportingEngine;Database;CacheInfo;OnlineReporting;server1;server2;server2;server4;server4;server1;server2;server2;server4;1;0.48126816182704624;0.0;0.7546943001140143;0.2702949872027983;0.08862291196956784;0.0;0.0;0.0;0.0;19;
75.97331572550979;0.7369535191929016;0.9860550976796107;0.0406742319072371;0.9214549721063778;0.0449339576372315;0.7367305926349146;9.410197454818073;0.7363919268059319;0.9737103553958476;6.825378173730507;8.33584449280288;0.061713043582566976;8.31481752840501;8.315026604484162;0.002195513573220089;0.0;0.811122862156937;1.0793401518352292E-6;6.814247212621669;8.510146478315818;0.7599906970351651;0.022114209427207637;75.88194636114609;75.98685378252362;0.9;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;10.0;ProcessorSharing;8.0;ProcessorSharing;CoreReportingEngine2;CoreReportingEngine;Database;CacheInfo;OnlineReporting;server1;server2;server2;server4;server4;server1;server2;server2;server4;1;0.48126816182704624;0.0;0.7546943001140143;0.2702949872027983;0.08862291196956784;0.0;0.0;0.0;0.0;20;
